country,source,title,pub_date,description,url,language
Russia,TASS,EU tries to bring Hungary in line by potentially stripping it of voting rights   senator,2025-05-28 14:51:31,Konstantin Kosachev drew attention to the fact that the European Union has been moving towards a top-down authoritarian approach recently,https://tass.com/politics/1964771,en
Russia,TASS,There is hope for progress in Iran-US talks   Lavrov,2025-05-28 14:46:39,The Russian foreign minister emphasized that the current negotiations between Washington and Tehran revolve around the fundamental principle of Iran s right to peaceful nuclear enrichment,https://tass.com/politics/1964765,en
Russia,TASS,Healthcare system ruined in Gaza   WHO official,2025-05-28 14:45:32,"Medical workers in Gaza register spread of skin rash, infections, pneumonia and cases of posttraumatic stress disorder",https://tass.com/world/1964767,en
Russia,TASS,Trade turnover between Russia and Hungary up by 0.6% yoy in 1Q 2025 to $1.74 bln,2025-05-28 14:41:55,"According to the CSO's calculations, Russian exports to Hungary increased by 2% in the first quarter of this year and reached $1.51 billion",https://tass.com/economy/1964763,en
Russia,TASS,Russia-Ukraine talks see progress in part thanks to Trump   Kremlin,2025-05-28 14:38:01,"""A 1,000 for 1,000 prisoner swap has taken place, which is very important,"" Dmitry Peskov emphasized",https://tass.com/politics/1964759,en
Russia,TASS,Moscow prepares document to discuss truce with Kiev while continuing special op   Kremlin,2025-05-28 14:31:40,"When asked if the designation of ""red lines"" had been discussed with the Ukrainian side in connection with the increased drone attacks on Russian regions, Dmitry Peskov said that ""this is an issue that is more related to the servicemen""",https://tass.com/politics/1964757,en
Russia,TASS,"Russia, Ukraine s draft memorandums soon to be released   Kremlin",2025-05-28 14:28:53,"""Then this will be about the next round of negotiations,"" Dmitry Peskov said",https://tass.com/politics/1964753,en
Russia,TASS,Air temperature on Earth to remain record high in next five years   WMO,2025-05-28 14:23:10,The year of 2024 is currently regarded as the warmest,https://tass.com/society/1964747,en
Russia,TASS,"Russia, Ukrainian negotiators work on list of conditions for truce   Kremlin",2025-05-28 14:16:24,"According to Dmitry Peskov, the work continues, and the parties will soon exchange proposals for memoranda",https://tass.com/politics/1964741,en
Russia,TASS,Turkish foreign minister to visit Kiev on May 29-30 to mull settlement in Ukraine   source,2025-05-28 14:14:19,"During the contacts, Hakan Fidan intends to express Turkey's readiness to fulfill its commitments and to facilitate the next negotiations between Russia and Ukraine",https://tass.com/world/1964739,en
Russia,TASS,Lavrov points to Kiev's terrorist actions at security forum,2025-05-28 14:07:15,"The Russian foreign minister emphasized that the Kiev regime ""loudly announces its plans to continue the intensive shelling of Russian civilian facilities and the civilian population""",https://tass.com/politics/1964733,en
Russia,TASS,"Russian security official says world remains unpredictable, prone to conflicts",2025-05-28 14:02:16,"Sergey Shoigu pointed to Russian President Vladimir Putin s words that ""the main task of the international community is to build a security architecture based on equality and respect for cultural and civilizational uniqueness""",https://tass.com/politics/1964731,en
Russia,TASS,"Shampoos, shower gels may be source of toxic compounds in pool water",2025-05-28 13:56:54,Dmitry Kosyakov said that it was for the first time that scientists focused on cocamidopropyl betaine,https://tass.com/economy/1964723,en
Russia,TASS,Merz s plan regarding Bundeswehr rings alarm bells to Russia s top diplomat,2025-05-28 13:47:58,"Earlier, the German chancellor voiced a pledge to transform the Bundeswehr into Europe s strongest conventional army",https://tass.com/politics/1964721,en
Russia,TASS,"Policy course on Ukraine s accession to NATO triggered Ukrainian conflict, Lavrov says",2025-05-28 13:28:48,"The top diplomat highlighted the fact that Russia had repeatedly attempted to deal with the situation via talks and agreements on mutual security, but the West kept refusing",https://tass.com/politics/1964701,en
Russia,TASS,SCO Secretary General says security cannot be privilege of chosen countries,2025-05-28 13:28:10,"All SCO members and partners ""are committed to turning the region of the organization into a peaceful, flourishing, and harmonious space,"" Nurlan Yermekbayev noted",https://tass.com/world/1964703,en
Russia,TASS,NATO penetrating into Asia-Pacific raises concern in Russia   Lavrov,2025-05-28 13:27:29,"""History shows that whenever NATO arrives, expect trouble,"" Russia s top diplomat said",https://tass.com/politics/1964695,en
Russia,TASS,Mutual tourist flow between Russia and CIS countries totals 10 mln vacationers,2025-05-28 13:25:30,Russian Minister of Economic Development Maxim Reshetnikov emphasized that the joint market of the tourism industry fosters the development of unified vacation standards,https://tass.com/economy/1964699,en
Russia,TASS,Moldovan opposition informs UN about persecution of politicians on eve of elections,2025-05-28 13:24:36,"The appeal says the country's Central Election Commission, the Prosecutor's Office and police are under full control of President Maia Sandu and the ruling PAS party, who use law enforcement agencies to ""suppress political competitors""",https://tass.com/world/1964697,en
Russia,TASS,Vnukovo airport resumes normal operation after night restrictions,2025-05-28 13:13:04,"The flights by delayed aircraft are currently being organized, the press service added",https://tass.com/economy/1964683,en
Russia,TASS,Work on Russia s draft memorandum on Ukraine at its final stage   Kremlin,2025-05-28 13:13:03,"On May 16, Istanbul hosted the first round of negotiations between Russia and Ukraine after Russian President Vladimir Putin proposed renewing dialogue on May 11",https://tass.com/politics/1964687,en
Russia,TASS,Russia will not disclose to media contents of documents being prepared   Kremlin spokesman,2025-05-28 13:06:23,Dmitry Peskov said that it would be extremely wrong to exchange positions through the press,https://tass.com/politics/1964669,en
Russia,TASS,Geneva not to be venue for second round of Russia-Ukraine negotiations   source,2025-05-28 13:02:05,"According to the source, ""Switzerland has lost its neutrality thanks to its stance""",https://tass.com/politics/1964667,en
Russia,TASS,Press review: EU eyes clash with Russia as Taurus missile strikes expected by July,2025-05-28 13:00:00,"Top stories from the Russian press on Wednesday, May 28th",https://tass.com/pressreview/1964513,en
Russia,TASS,"Putin-Zelensky meeting possible, but as result of Moscow-Kiev talks   Kremlin",2025-05-28 12:59:02,"According to Dmitry Peskov, ""there are no changes in the position on the principal possibility of such a meeting""",https://tass.com/politics/1964665,en
Russia,TASS,Republika Srpska leader says its authorities persecuted due to stance on Russia,2025-05-28 12:53:49,"The pressure is being carried out by ""a bogus high representative who was not appointed by the UN Security Council,"" Milorad Dodik noted",https://tass.com/world/1964657,en
Russia,TASS,"Biosecurity negotiations between Russia, Indonesia take place in Jakarta   MFA",2025-05-28 12:51:55,"""The parties shared information on relevant national efforts for ensuring biological security,"" the ministry added",https://tass.com/politics/1964647,en
Russia,TASS,Israel can prepare for attack on Iran in as little as seven hours   newspaper,2025-05-28 12:37:21,"According to The New York Times, Israel favors a complete halt to Iran's uranium enrichment and the dismantling of all Iranian nuclear facilities",https://tass.com/world/1964631,en
Russia,TASS,"Europe associates militarization with imaginary threat from East, as under Hitler   SVR",2025-05-28 12:34:27,"""The European ruling groups, accustomed to living under American tutelage, seem to have become unaccustomed to strategic thinking,"" Russian Foreign Intelligence Service Director Sergey Naryshkin pointed out",https://tass.com/politics/1964625,en
Russia,TASS,Lavrov says not too late to take measures on de-escalation of Palestine-Israel conflict,2025-05-28 12:30:48,"The state of affairs in the Middle East is of particular concern, Russia s top diplomat underlined",https://tass.com/politics/1964623,en
Russia,TASS,Zelensky proposes trilateral meeting with Putin and Trump,2025-05-28 12:27:23,"Earlier, Russian Presidential Spokesman Dmitry Peskov noted that a meeting between Vladimir Putin and Vladimir Zelensky could take place if the negotiating delegations reach certain agreements",https://tass.com/world/1964617,en
Russia,TASS,Western attempts to change balance of power threaten global security   SVR chief,2025-05-28 12:22:12,"As Sergey Naryshkin noted, the West doesn t seem to have learned from history as long as it seeks to change the architecture of collective security which ""guaranteed the mutual respect of sovereignty, non-interference in the affairs of other countries""",https://tass.com/politics/1964611,en
Russia,TASS,"Indonesia, Russia closely connected at regional and global levels   MFA",2025-05-28 12:19:23,"According to First Deputy Foreign Minister of Indonesia Anis Matta, Jakarta and Moscow have long been cooperating in various fields",https://tass.com/world/1964609,en
Russia,TASS,"Over 1,300 children killed in Gaza since hostilities resumed on March 18   UN",2025-05-28 12:14:36,"UNICEF called on all parties to the conflict ""to stop the violence, protect civilians, including children,"" allowing the immediate provision of humanitarian aid and releasing all hostages",https://tass.com/world/1964607,en
Russia,TASS,Russia watching build-up of NATO troops along its borders with anxiety   Lavrov,2025-05-28 12:12:15,"The line of contact with Russia expanded after the once neutral nations, Sweden and Finland, were admitted to the alliance, the foreign minister noted",https://tass.com/politics/1964605,en
Russia,TASS,US Embassy representatives attend security meeting in Moscow,2025-05-28 12:07:37,A total of 124 delegations from 104 countries are present at the discussion,https://tass.com/world/1964603,en
Russia,TASS,Russia to seek to expose Kiev for terrorism   Lavrov,2025-05-28 12:03:52,"The Russian foreign minister stressed that Moscow ""will ensure that the true nature of these events is understood by all""",https://tass.com/politics/1964601,en
Russia,TASS,"Negotiations better than war, but elimination of crisis  root causes vital   Lavrov",2025-05-28 12:01:47,"The foreign minister also emphasized that for many years before the special military operation and after its beginning ""Russia has been offering and is offering the Ukrainian side to settle all the problems"" through dialogue and diplomacy",https://tass.com/politics/1964599,en
Russia,TASS,Financing of Russia s lunar program to start in 2025   RAS chief,2025-05-28 11:59:29,"At the first stage, research is suggested to be carried out with the help of automatic flights, Gennady Krasnikov said",https://tass.com/science/1964597,en
Russia,TASS,Over 60 flights cancelled in Moscow airports due to restrictions,2025-05-28 11:57:32,Temporary restrictions on the use of airspace also prompted 55 aircraft to be diverted to alternate aerodromes,https://tass.com/economy/1964583,en
Russia,TASS,Lavrov says West's unilateral approach to territorial integrity  unacceptable  for Russia,2025-05-28 11:55:53,"The top diplomat recalled that the principle of self-determination became the international legal foundation for the decolonization process, bringing freedom to many countries in Africa and other regions of the world",https://tass.com/politics/1964589,en
Russia,TASS,Russia's demand for Ukraine's neutrality must be satisfied   Lavrov,2025-05-28 11:52:32,"The foreign minister emphasized that Ukraine s declaration of independence included a pledge to maintain a neutral, non-aligned, and nuclear-free status ""for eternity""",https://tass.com/politics/1964595,en
Russia,TASS,Israeli warplanes attack Houthi facilities in Sanaa airport,2025-05-28 11:51:04,"Israeli warplanes delivered at least four strikes on Sanaa Airport, shelling a Yemenia Airways airliner and the airport s runway",https://tass.com/world/1964591,en
Russia,TASS,Moscow police arrest suspect for trying to poison animals at capital's zoo,2025-05-28 11:34:09,The police are taking measures to determine the motives for the actions of the arrested man,https://tass.com/society/1964581,en
Russia,TASS,IN BRIEF: What is known about mass murder of teenagers in Russia s eastern Irkutsk Region,2025-05-28 11:26:03,"The deadly assault occurred as a result of drinking alcohol at the birthday party, Vasily Temgenyevsky, the head of the local administration, said",https://tass.com/emergencies/1964571,en
Russia,TASS,"More than 1,000 miners, infrastructure operators have legalized their activities",2025-05-28 11:22:16,"""At the same time, all miners should report monthly on digital currency they receive through a special section in their personal accounts for individuals, legal entities, and individual entrepreneurs,"" the statement reads",https://tass.com/economy/1964569,en
Russia,TASS,Russia's top prosecutor notes planned cooperation with Laos in combating terrorism,2025-05-28 11:04:19,Igor Krasnov expressed confidence that relevant authorities of the two countries will be able to reach agreements for strengthening cooperation on a wide range of issues of mutual interest,https://tass.com/politics/1964559,en
Russia,TASS,Announcement regarding new round of Russia-Ukraine talks to be made soon   Lavrov,2025-05-28 10:54:54,"On May 16, Istanbul hosted the first round of direct talks on resolving the Ukraine conflict, the Russian foreign minister recalled",https://tass.com/politics/1964553,en
Russia,TASS,Russian stock indices up as trading on Moscow Exchange opens,2025-05-28 10:44:45,"The MOEX index accelerated its growth and was at 2,762.75 points, while the RTS index was 1,093.13 points",https://tass.com/economy/1964541,en
Russia,TASS,Countries that seek global dominance ignite new hotbeds of tension   Shoigu,2025-05-28 10:43:48,"According to Russian Security Council secretary, it is BRICS that currently serves as a leader of the Global South and East",https://tass.com/politics/1964549,en
Russia,TASS,"Russia stands for equal, indivisible security architecture for all countries   Putin",2025-05-28 10:22:51,"The Russian leader stressed that this approach ""remains principled and unchanged""",https://tass.com/politics/1964529,en
Russia,TASS,Belarus moves Zapad drills away from western borders,2025-05-28 10:22:10,"Defense Minister Viktor Khrenin said Minsk is ready ""for dialogue, compromises and decreased tensions both in words and deeds""",https://tass.com/world/1964527,en
Russia,TASS,IN BRIEF: What is known about repulsion of massive overnight UAV attack on Russian regions,2025-05-28 09:42:20,"The drones were destroyed over the Moscow, Bryansk, Belgorod, Vladimir, Voronezh, Ivanovo, Kaluga, Kursk, Oryol, Ryazan, Smolensk, Tver and Tula Regions",https://tass.com/politics/1964503,en
Russia,TASS,CSTO defense chiefs adopt military cooperation plan for 2026-2030,2025-05-28 09:29:56,"The defense chiefs also discussed the activity of the organization s collective forces toward ""countering challenges and threats to military security across the CSTO s collective security areas""",https://tass.com/world/1964501,en
Russia,TASS,Trump undecided yet on more anti-Russian sanctions   Politico,2025-05-28 08:56:17,"According to the US officials, Trump surmised that Moscow may have balked at holding talks on a ceasefire after the threats of additional economic sanctions by Washington",https://tass.com/world/1964499,en
Russia,TASS,Air defenses down 42 drones in Moscow Region last night   governor,2025-05-28 08:44:22,There were no casualties or injured,https://tass.com/politics/1964493,en
Russia,TASS,Moscow airports resume work after restrictions,2025-05-28 08:09:13,The restrictions had been instituted to ensure the security of civil aircraft flights,https://tass.com/economy/1964491,en
Russia,TASS,IN BRIEF: What is known about death of five teenagers in Siberia s Baikalsk,2025-05-28 07:54:59,"Key facts about the fatal incident, compiled by TASS",https://tass.com/emergencies/1964489,en
Russia,TASS,Two apartment buildings damaged while repelling drone attack on Bryansk,2025-05-28 07:30:39,Six cars were damaged,https://tass.com/emergencies/1964487,en
Russia,TASS,PREVIEW: Putin to chair meeting of Sports Council,2025-05-28 07:29:47,Various Russian regions will present their achievements in promoting adaptive sports - competitive or recreational sports for people with disabilities,https://tass.com/politics/1964485,en
Russia,TASS,PREVIEW: Putin to meet with Chairman of Yemen s Presidential Leadership Council,2025-05-28 06:44:45,Rashad Muhammad al-Alimi is in Russia on an official visit,https://tass.com/politics/1964479,en
Russia,TASS,"Five teens killed, four hospitalized after stabbing attack in Siberia",2025-05-28 06:12:20,The presumed attacker set the house ablaze and died in the fire,https://tass.com/emergencies/1964477,en
Russia,TASS,PREVIEW: OPEC+ ministers to hold online meeting,2025-05-28 05:44:18,Eight nations voluntarily reducing oil production convene every month since March,https://tass.com/economy/1964469,en
Russia,TASS,Israel s settlement activity in West Bank to cause escalation   Palestinian spokesman,2025-05-28 05:41:27,Nabil Abu Rudeineh emphasized that the Israeli government should stop its destabilizing activities in the West Bank and end aggression against the Palestinian people in the Gaza Strip,https://tass.com/world/1964467,en
Russia,TASS,Religious persecution in Ukraine to remain unnoticed by West   diplomat,2025-05-28 05:35:47,Russia s Permanent Representative to international organizations in Vienna Mikhail Ulyanov commented on Russian Foreign Ministry Spokeswoman Maria Zakharova s call to condemn gross violations of religious freedom in Ukraine,https://tass.com/politics/1964461,en
Russia,TASS,Number of drones downed while approaching Moscow rises to 33   mayor,2025-05-28 04:49:53,"According to preliminary information, there was no serious damage or casualties",https://tass.com/emergencies/1964465,en
Russia,TASS,SpaceX loses its Starship prototype during ninth test flight,2025-05-28 04:36:20,Control over Starship s second stage was lost approximately half an hour after the liftoff,https://tass.com/science/1964463,en
Russia,TASS,EAEU close to signing free trade zone agreement with two more countries   deputy premier,2025-05-28 03:47:40,The EAEU already has such agreements with Vietnam and Serbia,https://tass.com/economy/1964459,en
Russia,TASS,"At least 11 drones downed in west Russia s Smolensk Region, no casualties",2025-05-28 03:25:31,First responders have been dispatched to the scene,https://tass.com/emergencies/1964455,en
Russia,TASS,Hearings in Brussels show that EU wants to strip Hungary of voting right over Ukraine,2025-05-28 03:17:33,Hungarian Minister for European Union Affairs Janos Boka wrote that Hungary understands that the procedure will continue,https://tass.com/world/1964453,en
Russia,TASS,Eight more drones downed while approaching Moscow,2025-05-28 02:49:03,"According to Mayor Sergey Sobyanin, first responders have been dispatched to the area where drone fragments have fallen",https://tass.com/emergencies/1964451,en
Russia,TASS,Number of drones downed while approaching Moscow rises to 18   mayor,2025-05-28 02:16:52,"First responders have been dispatched to the area where drone fragments have fallen, Sergey Sobyanin said",https://tass.com/emergencies/1964445,en
Russia,TASS,Number of drones downed while approaching Moscow rises to 12   mayor,2025-05-28 01:57:35,First responders have been dispatched to the area where drone fragments have fallen,https://tass.com/emergencies/1964439,en
Russia,TASS,"Temporary restrictions imposed in Moscow s Vnukovo, Zhukovsky airports",2025-05-28 01:55:53,"According to the online schedule, ten flights en route to Vnukovo were diverted to other airports in Moscow, Nizhny Novgorod and St. Petersburg",https://tass.com/emergencies/1964441,en
Russia,TASS,Merz s latest remarks show Europeans are getting ready for revanche   expert,2025-05-28 01:33:12,"Ralph Bosshard, a retired Swiss lieutenant colonel and an expert in political and military strategy, said that from the military point of view, Merz s remarks look like ""a dress rehearsal for Europe s next war against Russia""",https://tass.com/world/1964437,en
Russia,TASS,Russian air defenses shoot down six drones en route to Moscow   mayor,2025-05-28 00:56:54,First responders were dispatched to areas where fragments had fallen,https://tass.com/emergencies/1964431,en
Russia,TASS,US did not confirm lifting restrictions on range of weapons supplied to Kiev,2025-05-27 23:44:05,"""I'm not going to discuss that. I'm not going to confirm that,"" State Department Spokesperson Tammy Bruce said said",https://tass.com/world/1964419,en
Russia,TASS,Iranian Security Council chief meets with Kremlin aide Patrushev in Moscow   embassy,2025-05-27 23:43:11,Ali Akbar Ahmadian arrived in Moscow earlier on Tuesday to take part in the 13th International Meeting of High Representatives for Security Issues,https://tass.com/world/1964417,en
Russia,TASS,Trump's latest words about Russia should not be seen as disappointment   State Department,2025-05-27 23:42:08,"""I wouldn't call it frustration,"" Spokesperson Tammy Bruce said at news briefing",https://tass.com/world/1964415,en
Russia,TASS,Trump warns Netanyahu against measures interrupting negotiations with Iran   Axios,2025-05-27 23:19:23,"His message was that ""he doesn t want him to antagonize at a time when he is trying to solve problems,"" the official said",https://tass.com/world/1964407,en
Russia,TASS,At least three killed as Israel opens fire near aid distribution outlet in Gaza   TV,2025-05-27 23:16:36,"According to Al Jazeera, forty-six more people were wounded",https://tass.com/world/1964405,en
Russia,TASS,Berlin s rhetoric aimed at showing Trump that Russian doesn t want peace   diplomat,2025-05-27 23:14:35,"However, in his words, it is too early to speak about Germany s support for the Ukrainian industry, especially amid the current strains within the German government",https://tass.com/world/1964403,en
Russia,TASS,Trump refers to souring relations with Putin talking about Russia game with fire   Kellogg,2025-05-27 22:52:52,The American leader said on Truth Social that Russia is playing with fire in the situation with Ukraine,https://tass.com/world/1964401,en
Russia,TASS,Unidentified man caught on camera trying to poison animals at Moscow Zoo   Zoo s director,2025-05-27 22:38:30,"Thus, according to Svetlana Akulova, while making a regular inspection of the lynx and leopard enclosures, zoo attendants ""spotted scattered pills of unknown origin""",https://tass.com/emergencies/1964399,en
Russia,TASS,"US-Iran talks in Rome constructive, nations to meet again   State Department",2025-05-27 22:30:29,"""The discussions were both direct and indirect, and lasted over two hours,"" State Department Spokesperson Tammy Bruce said",https://tass.com/world/1964397,en
Russia,TASS,German foreign minister says Europe to continue tightening sanctions against Russia,2025-05-27 22:20:41,"According to Johann Wadephul, it is necessary to ""maintain pressure"" so that ""Russia enters into serious negotiations"" on Ukraine",https://tass.com/world/1964395,en
Russia,TASS,US delegation greets Ukrainians coldly at NATO parliamentary assembly,2025-05-27 22:19:33,NATO Secretary General Mark Rutte did not give a direct answer when the Ukrainian delegation asked if Kiev representatives would be invited to NATO's June summit in The Hague,https://tass.com/world/1964393,en
Russia,TASS,Europe sabotaging Russia-US-Turkey-led peace efforts in Ukraine   Russian diplomat,2025-05-27 22:18:17,"Commenting on the upcoming UN Security Council meetings on Ukraine requested by Kiev s European sponsors and Russia, Dmitry Polyansky said that he is sure that the Europeans will focus on Russia s drone and missile strikes, sweeping Ukraine s strikes on Russia, meanwhile, under the rug",https://tass.com/politics/1964391,en
Russia,TASS,Russia s Medvedev responds to Trump by saying 'one really bad thing' would be WWIII,2025-05-27 22:08:15,"Donald Trump said earlier on Tuesday that if it weren t for him ""really bad things would have already happened to Russia""",https://tass.com/politics/1964389,en
Russia,TASS,Some nations refuse to extradite criminals to Russia for political reasons,2025-05-27 21:58:31,"According to Ilya Rogachev, the desire to just get under Russia s skin by not handing over a criminal to it is higher than those principles of ensuring inevitability, responsibility, personal security",https://tass.com/society/1964387,en
Russia,TASS,Global Islamic banking market may grow to $6 trillion by 2026,2025-05-27 21:55:00,"Russian Deputy Minister of Economic Development Dmitry Volvach added that such growth rates are impressive and Islamic banking acquires special significance ""as a variant of the partnering model""",https://tass.com/economy/1964385,en
Russia,TASS,Four new Covid variant NB.1.8.1 cases confirmed in Russia   sanitary watchdog,2025-05-27 21:53:17,"""Its symptoms are broadly similar to those associated with all other known Omicron subvariants,"" Anna Popova said",https://tass.com/society/1964381,en
Russia,TASS,Fico rejects Merz's comment about EU sanctions against Slovakia,2025-05-27 21:50:34,"Slovakia implements a sovereign policy based on its own national interests, the Slovak PM noted",https://tass.com/world/1964379,en
Russia,TASS,In-house fintech development to remain strategic area for Yandex,2025-05-27 21:47:35,"""Changes in the structure will not influence strategy and operations of Yandex,"" the press service said",https://tass.com/economy/1964377,en
Russia,TASS,Russian lawmaker slams Ukraine over attacks on civilian sites,2025-05-27 21:45:23,"According to Natalia Nikonorova, a member of the Federation Council's Committee for International Affairs, Donbass residents have been feeling the cruelty of Kiev forces since 2014",https://tass.com/politics/1964375,en
Russia,TASS,Germany's decision on weapons for Ukraine 'foreign policy illiteracy'   magazine,2025-05-27 21:43:09,"According to Roger Keppel, it also does nothing to help Kiev militarily, since ""Ukraine has lost this war on the battlefield""",https://tass.com/world/1964373,en
Russia,TASS,Russian aviation authorities greenlight Air Serbia to fly to China over Russian airspace,2025-05-27 21:39:13,The Russian Ministry of Transport agreed to include Shanghai as a waypoint to the schedule of routes,https://tass.com/economy/1964371,en
Russia,TASS,Russia's Rublev advances to second round of French Open,2025-05-27 21:23:44,"In the second round, the Russian will play against unseeded Australian Adam Walton",https://tass.com/sports/1964369,en
Russia,TASS,Poland plans to spend $250 mln to develop US military sites every year   minister,2025-05-27 21:13:07,"According to Wladyslaw Kosiniak-Kamysz, Poland spends $15,000 per year on one American soldier",https://tass.com/world/1964367,en
