country,source,title,pub_date,description,url,language
Qatar,Al Jazeera,"China hosts Pacific Island nations in bid to bolster diplomatic, trade ties",2025-05-28 06:34:36,Foreign minister Wang Yi is meeting top diplomats from 11 Pacific nations in the Chinese city of Xiamen.,https://www.aljazeera.com/news/2025/5/28/china-hosts-pacific-island-nations-in-bid-to-bolster-diplomatic-trade-ties?traffic_source=rss,en
Qatar,Al Jazeera, She s the queen : Sri Lanka bids farewell to film legend Malini Fonseka,2025-05-28 05:52:40,"She portrayed working-class women on screen and became a beauty icon. Fonseka, 78, died on Saturday.",https://www.aljazeera.com/features/2025/5/28/shes-the-queen-sri-lanka-bids-farewell-to-film-legend-malini-fonseka?traffic_source=rss,en
Qatar,Al Jazeera,"Trump says Canada will pay $61bn for Golden Dome, or become 51st state",2025-05-28 04:24:38,"US leader&#039;s latest comments come as China, North Korea, Russia say the Golden Dome will create a &#039;space arms race&#039;.",https://www.aljazeera.com/news/2025/5/28/trump-says-canada-will-pay-61bn-for-golden-dome-or-become-51st-state?traffic_source=rss,en
Qatar,Al Jazeera,No death penalty for son of Mexican drug boss  El Chapo : US prosecutors,2025-05-28 03:41:36,Federal prosecutors in the US will not seek the death sentence for Joaquin Guzman Lopez if he is found guilty in court.,https://www.aljazeera.com/news/2025/5/28/no-death-penalty-for-son-of-mexican-drug-boss-el-chapo-us-prosecutors?traffic_source=rss,en
Qatar,Al Jazeera,War of words: Russia s Medvedev rebukes Trump over Putin social media post,2025-05-28 01:49:14,Trump says Russia&#039;s Vladimir Putin is &#039;playing with fire&#039; and Russia has so far been shielded from &#039;really bad things&#039;.,https://www.aljazeera.com/news/2025/5/28/war-of-words-russias-medvedev-rebukes-trump-over-putin-social-media-post?traffic_source=rss,en
Qatar,Al Jazeera,"UN, aid groups slam US-Israel-backed initiative after deadly rush in Gaza",2025-05-28 01:29:05,"UN says scenes at the Gaza Humanitarian Foundation&#039;s aid site are &#039;heartbreaking&#039; as US, Israel defend the initiative.",https://www.aljazeera.com/news/2025/5/28/un-aid-groups-slam-us-israel-backed-initiative-after-deadly-rush-in-gaza?traffic_source=rss,en
Qatar,Al Jazeera,SpaceX s Starship test flight loses control 30 minutes after launch,2025-05-28 01:00:47,The ninth launch of Elon Musk&#039;s futuristic SpaceX Starship comes after two previous space rockets blew up.,https://www.aljazeera.com/news/2025/5/28/spacexs-starship-test-flight-loses-control-30-minutes-after-launch?traffic_source=rss,en
Qatar,Al Jazeera,"Russia-Ukraine war: List of key events, day 1,189",2025-05-28 00:43:58,"These are the key events on day 1,189 of Russia s war on Ukraine.",https://www.aljazeera.com/news/2025/5/28/russia-ukraine-war-list-of-key-events-day-1189?traffic_source=rss,en
Qatar,Al Jazeera,Argentinian judge withdraws from a negligence trial about Maradona s death,2025-05-27 23:35:47,Judge Julieta Makintach was accused of participating in a documentary about the famed football player&#039;s death.,https://www.aljazeera.com/news/2025/5/27/argentinian-judge-withdraws-from-negligence-case-over-maradonas-death?traffic_source=rss,en
Qatar,Al Jazeera,Brazilian prosecutors sue Chinese carmaker BYD over labour conditions,2025-05-27 23:14:33,Labour prosecutors allege that workers were brought to Brazil illegally and toiled in &#039;slavery-like conditions&#039;.,https://www.aljazeera.com/news/2025/5/27/brazilian-prosecutors-sue-chinese-carmaker-byd-over-labour-conditions?traffic_source=rss,en
Japan,NHK,   20   ,2025-05-28 18:55:47, 20 ,http://www3.nhk.or.jp/news/html/20250528/k10014819101000.html,unknown
Japan,NHK,     ,2025-05-28 19:54:19, 27 28 ,http://www3.nhk.or.jp/news/html/20250528/k10014818201000.html,unknown
Japan,NHK,    2 ,2025-05-28 19:31:45, 3 2 1 1 6600 ,http://www3.nhk.or.jp/news/html/20250528/k10014818611000.html,unknown
Japan,NHK,   ,2025-05-28 19:08:25, ,http://www3.nhk.or.jp/news/html/20250528/k10014818561000.html,unknown
Japan,NHK,         60 ,2025-05-28 20:26:10,27   10 28 40 5 60 ,http://www3.nhk.or.jp/news/html/20250528/k10014818231000.html,unknown
Japan,NHK,   ,2025-05-28 19:45:55, 28 ,http://www3.nhk.or.jp/news/html/20250528/k10014818571000.html,unknown
Japan,NHK,   ,2025-05-28 20:40:04, 2 4 75 ,http://www3.nhk.or.jp/news/html/20250528/k10014816971000.html,unknown
Germany,Deutsche Welle,Polish presidential election: candidates neck and neck,Unknown,"With only days to go until the runoff in Poland's presidential election, candidates Rafal Trzaskowski and Karol Nawrocki are vying for the support of undecided voters.",https://www.dw.com/en/polish-presidential-election-candidates-neck-and-neck/a-72693399?maca=en-rss-en-world-4025-xml-mrss,en
Germany,Deutsche Welle,"Global warming target unlikely to be reached, UN says",Unknown,"The chance of exceeding the 1.5 degree benchmark of limiting global warming stands at 70%, the UN's weather agency says.",https://www.dw.com/en/global-warming-target-unlikely-to-be-reached-un-says/a-72693034?maca=en-rss-en-world-4025-xml-mrss,en
Germany,Deutsche Welle,Diego Maradona trial in doubt after judge steps down,Unknown,"One of the trial's three judges has stepped down after it emerged she has been involved in a documentary about the case, potentially violating ethics and impartiality laws.",https://www.dw.com/en/diego-maradona-trial-in-doubt-after-judge-steps-down/a-72692899?maca=en-rss-en-world-4025-xml-mrss,en
Germany,Deutsche Welle,Germany's tone with Israel is getting harsher,Unknown,German Chancellor Friedrich Merz says he no longer understands Israel's policy in Gaza. A number of politicians are even demanding an end to Germany's arms deliveries.,https://www.dw.com/en/germany-s-tone-with-israel-is-getting-harsher/a-72691002?maca=en-rss-en-world-4025-xml-mrss,en
Germany,Deutsche Welle,France's National Assembly backs 'assisted dying' bill,Unknown,"Lawmakers in the French lower house backed the right-to-die bill with 305 votes for and 199 against. French President Emmanuel Macron called it ""an important step.""",https://www.dw.com/en/france-s-national-assembly-backs-assisted-dying-bill/a-72691528?maca=en-rss-en-world-4025-xml-mrss,en
Germany,Deutsche Welle,Iran-US nuclear talks: Is a new deal imminent?,Unknown,An interim agreement on Iran's controversial nuclear program is being negotiated between the US and Iran. The Gulf states have a key role to play as mediators.,https://www.dw.com/en/iran-us-nuclear-talks-is-a-new-deal-imminent/a-72687249?maca=en-rss-en-world-4025-xml-mrss,en
Germany,Deutsche Welle,"Gaza aid group, mired in controversy, begins operating",Unknown,"A new aid organization, endorsed by Israel, has lost its executive director before operations even began. Questions remain on its ability to effectively deliver humanitarian assistance to Gazans.",https://www.dw.com/en/gaza-aid-group-mired-in-controversy-begins-operating/a-72687371?maca=en-rss-en-world-4025-xml-mrss,en
Germany,Deutsche Welle,EU probes 4 porn sites over failure to block minors,Unknown,The EU has launched investigations into four major porn sites over alleged failures to block minors from accessing adult content. Officials warn of possible mental harm and major legal consequences.,https://www.dw.com/en/eu-probes-4-porn-sites-over-failure-to-block-minors/a-72691167?maca=en-rss-en-world-4025-xml-mrss,en
Germany,Deutsche Welle,Netanyahu faces mounting international doubts over Gaza war,Unknown,"Israeli Prime Minister Netanyahu faces growing criticism from key allies. While support remains, statements from the United States and Europe signal a shift in tone and a more complex diplomatic landscape.",https://www.dw.com/en/netanyahu-faces-mounting-international-doubts-over-gaza-war/a-72688767?maca=en-rss-en-world-4025-xml-mrss,en
Germany,Deutsche Welle,NPR sues Trump over executive order to end funding,Unknown,President Trump called to cut federal funding to NPR to the maximum extent allowed by law. A lawsuit brought by NPR alleges his executive order violates the First Amendment's protection of free speech and a free press.,https://www.dw.com/en/npr-sues-trump-over-executive-order-to-end-funding/a-72688812?maca=en-rss-en-world-4025-xml-mrss,en
Germany,Deutsche Welle,Fact check: New pope hit by wave of AI-generated fake news,Unknown,Pope Leo XIV has only been at the helm of the Catholic Church for a few weeks and there is already myriad false information circulating on social media.,https://www.dw.com/en/fact-check-new-pope-hit-by-wave-of-ai-generated-fake-news/a-72684141?maca=en-rss-en-world-4025-xml-mrss,en
Germany,Deutsche Welle,India-Pakistan crisis deepened by lack of informal diplomacy,Unknown,"Without civil society actors working behind the scenes, India and Pakistan are left with a vacuum when trying to smooth out thorny issues like Kashmir.",https://www.dw.com/en/india-pakistan-crisis-deepened-by-lack-of-informal-diplomacy/a-72687265?maca=en-rss-en-world-4025-xml-mrss,en
France,France 24,S. Africa denies trying to bend the rules to give Starlink preferential treatment,Unknown,"South Africa s communications minister Tuesday denied accusations that a draft policy watering down Black ownership requirements for tech firms was proposed to benefit the Starlink business of white South African-born billionaire Elon Musk. FRANCE 24's correspondent in Cape Town, Tom Canetti has more.",https://www.france24.com/en/video/20250528-south-africa-not-changing-policy-to-suit-starlink,en
France,France 24,Homegrown defence: Ukraine bolsters domestic weapons production,Unknown,"As the war in Ukraine rages on, soldiers on the eastern front are taking steps to become less reliant on foreign aid. According to government figures, 40 percent of the weapons used are now produced in Ukraine, from cannons to anti-tank mines. Our colleagues at France 2 sent us this report.",https://www.france24.com/en/tv-shows/focus/20250528-homegrown-defence-ukraine-bolsters-domestic-weapons-production,en
France,France 24,Mining and defence industries benefit from Macron's visit to Indonesia,Unknown,"As French President Emmanuel Macron met with his Indonesian counterpart Prabowo Subianto this Wednesday in Jakarta, French companies like mining giant Eramet and defence provider Dassault Aviation were hoping to capitalise on these diplomatic ties. Talking to the press, Macron said there would be new orders for Dassault's Rafales fighter jets. Also, we look at the German defence tech startups benefitting from the country's rearmament drive.",https://www.france24.com/en/tv-shows/business/20250528-mining-and-defence-industries-benefit-from-macron-visit-to-indonesia,en
France,France 24,"King s Speech: In fractured world, Charles seeks to reassure Canadians amid unprecedented challenges",Unknown,"King Charles III said Canada is facing unprecedented challenges in a world that's never been more dangerous as he opened the Canadian Parliament with a speech widely viewed as a show of support in the face of annexation threats by US President Donald Trump. The king is the head of state in Canada, which is a member of the Commonwealth of former colonies. Trump s repeated suggestion that Canada become the 51st state prompted Prime Minister Mark Carney to invite Charles to give a speech from the throne outlining the Liberal government's priorities for the new session of Parliament. For in-depth analysis and a deeper perspective, FRANCE 24's Fran ois Picard welcomes Dr. Adam Chapnick, Author, Deputy Director of Education at Canadian Forces College and Professor of Defence Studies at the Royal Military College of Canada (RMC).",https://www.france24.com/en/video/20250528-the-king-s-speech-in-a-fractured-world-charles-voices-solidarity-with-canadians-facing-global-uncertainty,en
France,France 24,SpaceX launches another Starship rocket but it tumbles out of control,Unknown,A sucessful takeoff - the Starship rocket roaring into space - but then spinning out of control about halfway through its flight - therefore failing to comlete its most important testing goals. French engineering hurdles then for CEO Elon Musk's increasingly turbulent Mars rocket program. Musk saying later on social media that a leak on Starship's primary fuel tank led to its loss of control. Morgan Ayre reports.,https://www.france24.com/en/video/20250528-spacex-launches-another-starship-rocket-after-back-to-back-explosions-but-it-tumbles-out-of-control,en
France,France 24,Judge steps down in Diego Maradona trial after documentary controversy,Unknown,One of the three Argentine judges presiding in the trial of seven members of the football legend Diego Maradona's medical team has stepped down amid accusations of ethical breaches. The team is charged with negligent homicide in the soccer star's 2020 death. The stepping down now leaving the future of the entire proceedings uncertain. Oliver Farry has more.,https://www.france24.com/en/video/20250528-judge-steps-down-in-diego-maradona-trial-after-documentary-controversy,en
